run_id,pipeline,encoder,revision,max_length,tag_scheme,head,decoder,seed,best_epoch,micro_precision,micro_recall,micro_f1,macro_f1,org_f1,name_f1,geo_f1,eval_documents_per_second,peak_gpu_memory_gib,status,run_path
s21_mdeberta_v3_base_bioes_crf_s2-sequence-v1,uzner,microsoft/mdeberta-v3-base,a0484667b22365f84929a935b5e50a51f71f159d,512,bioes,crf,crf,42,5,0.8967257667917691,0.9001039230969083,0.8984116693679092,0.8993827588551042,0.8752327746741154,0.9197490806835388,0.9031664212076583,43.10151081215212,7.035686492919922,complete,/home/danya/Рабочий стол/ИТМО/NER-Uzbek-Hack/runs/s21_mdeberta_v3_base_bioes_crf_s2-sequence-v1
s22_xlmr_large_bioes_constrained_s2-sequence-a100-v2,uzner,FacebookAI/xlm-roberta-large,c23d21b0620b635a76227c604d44e43a9f0ee389,512,bioes,softmax,constrained,42,5,0.8986818299302145,0.9033515198752923,0.9010106245141227,0.9014081787037345,0.8787595740706147,0.9115063209770731,0.9139586410635154,46.254472016130826,10.980149269104004,complete,/home/danya/Рабочий стол/ИТМО/NER-Uzbek-Hack/runs/s22_xlmr_large_bioes_constrained_s2-sequence-a100-v2
s23_xlmr_large_bioes_crf_s2-sequence-a100-v2,uzner,FacebookAI/xlm-roberta-large,c23d21b0620b635a76227c604d44e43a9f0ee389,512,bioes,crf,crf,42,4,0.8910903745366228,0.9055598856845934,0.8982668642484377,0.898663056780396,0.8771733034212003,0.9100574101637252,0.9087584567562627,33.40483030024246,10.98015832901001,complete,/home/danya/Рабочий стол/ИТМО/NER-Uzbek-Hack/runs/s23_xlmr_large_bioes_crf_s2-sequence-a100-v2
s32_bge_m3_retromae_global_pointer_a100-continuation-v1,uzner,BAAI/bge-m3-retromae,95c4f81ef8f7911dcac8e384532489c32c8dea64,512,bio,global_pointer,span,42,5,0.9116138366434302,0.900363730839179,0.9059538592248874,0.9062947219680103,0.8818422046055115,0.9157145936624271,0.9213273676360925,33.967938598944976,11.213156700134277,complete,/home/danya/Рабочий стол/ИТМО/NER-Uzbek-Hack/runs/s32_bge_m3_retromae_global_pointer_a100-continuation-v1
s31_xlmr_large_global_pointer_a100-continuation-v1,uzner,FacebookAI/xlm-roberta-large,c23d21b0620b635a76227c604d44e43a9f0ee389,512,bio,global_pointer,span,42,5,0.9054231071522137,0.8978955572876072,0.9016436211844507,0.9020073048443221,0.8870324662996013,0.91228822646365,0.9067012217697149,32.20287264990558,11.125617027282715,complete,/home/danya/Рабочий стол/ИТМО/NER-Uzbek-Hack/runs/s31_xlmr_large_global_pointer_a100-continuation-v1
s33_bge_global_pointer_low_lr_a100-low-lr-v1,uzner,BAAI/bge-m3-retromae,95c4f81ef8f7911dcac8e384532489c32c8dea64,512,bio,global_pointer,span,42,1,0.9088891789583605,0.9045206547155106,0.9066996549254509,0.907044850034184,0.8853754940711462,0.9164882226980728,0.9192708333333333,30.47975664869192,11.213644981384277,complete,/home/danya/Рабочий стол/ИТМО/NER-Uzbek-Hack/runs/s33_bge_global_pointer_low_lr_a100-low-lr-v1
s40_bge_global_pointer_translit_converter_matched_s4-translit-matched-v1,uzner,BAAI/bge-m3-retromae,95c4f81ef8f7911dcac8e384532489c32c8dea64,512,bio,global_pointer,span,42,5,0.9075597336466902,0.9029618082618862,0.9052549326040243,0.9056659905666686,0.886161978478384,0.9168992913893064,0.9139367018323153,32.91082995864589,11.213156700134277,complete,/home/danya/Рабочий стол/ИТМО/NER-Uzbek-Hack/runs/s40_bge_global_pointer_translit_converter_matched_s4-translit-matched-v1
s41_bge_global_pointer_translit_luna_matched_s4-translit-matched-v1,uzner,BAAI/bge-m3-retromae,95c4f81ef8f7911dcac8e384532489c32c8dea64,512,bio,global_pointer,span,42,5,0.9084191079440486,0.8942582488958171,0.9012830583922492,0.9016701262111572,0.8827324478178369,0.9122426868905743,0.9100352439250603,34.84286801983408,11.213149070739746,complete,/home/danya/Рабочий стол/ИТМО/NER-Uzbek-Hack/runs/s41_bge_global_pointer_translit_luna_matched_s4-translit-matched-v1
s53_bge_gp_smooth_001_s5-research-v1,uzner,BAAI/bge-m3-retromae,95c4f81ef8f7911dcac8e384532489c32c8dea64,512,bio,global_pointer,span,42,5,0.9085285601474072,0.896726422447389,0.9025889121338911,0.9028991763683738,0.8823975720789073,0.9123334765792865,0.9139664804469274,35.318181253621866,11.265891075134277,complete,/home/danya/Рабочий стол/ИТМО/NER-Uzbek-Hack/runs/s53_bge_gp_smooth_001_s5-research-v1
s42_bge_gp_melm_s4-melm-v1,uzner,BAAI/bge-m3-retromae,95c4f81ef8f7911dcac8e384532489c32c8dea64,512,bio,global_pointer,span,42,5,0.906924990181961,0.8999740192257729,0.9034361348373215,0.9038051676680653,0.8808623298033283,0.9147519862572471,0.9158011869436202,115.458221715288,11.227512836456299,complete,/home/danya/Рабочий стол/ИТМО/NER-Uzbek-Hack/runs/s42_bge_gp_melm_s4-melm-v1
